English;Turkish;Phonetic;TurkishPronunciation;SampleEn;SampleTr;CategoryId;Difficulty
temperature;sıcaklık;/ˈtem.prə.tʃər/;temprıçır;The temperature is high.;Sıcaklık yüksek.;5;1
season;mevsim;/ˈsiː.zən/;siizın;This season is nice.;Bu mevsim güzel.;1;1
spring;ilkbahar;/sprɪŋ/;spring;Spring is warm.;İlkbahar ılık.;1;1
summer;yaz;/ˈsʌm.ər/;samır;Summer is hot.;Yaz sıcak.;1;1
autumn;sonbahar;/ˈɔː.təm/;otım;Autumn is cool.;Sonbahar serin.;1;1
winter;kış;/ˈwɪn.tər/;vintır;Winter is cold.;Kış soğuk.;1;1
direction;yön;/dəˈrek.ʃən/;dırekşın;This direction is right.;Bu yön doğru.;4;1
left;sol;/left/;left;Turn left.;Sola dön.;4;1
right;sağ;/raɪt/;rayt;Turn right.;Sağa dön.;4;1
straight;düz;/streɪt/;streyt;Go straight.;Düz git.;4;1
north;kuzey;/nɔːrθ/;nort;The north is cold.;Kuzey soğuk.;4;1
south;güney;/saʊθ/;saut;The south is warm.;Güney ılık.;4;1
east;doğu;/iːst/;iist;The sun rises in the east.;Güneş doğudan doğar.;4;1
west;batı;/west/;vest;The sun sets in the west.;Güneş batıdan batar.;4;1
map;harita;/mæp/;mep;I look at the map.;Haritaya bakarım.;4;1
trip;gezi;/trɪp/;trip;I go on a trip.;Geziye giderim.;4;1
journey;yolculuk;/ˈdʒɜːr.ni/;cörni;The journey is long.;Yolculuk uzun.;4;1
luggage;valiz;/ˈlʌɡ.ɪdʒ/;lagıc;My luggage is heavy.;Valizim ağır.;4;1
hotel;otel;/hoʊˈtel/;hotel;The hotel is nice.;Otel güzel.;4;1
reservation;rezervasyon;/ˌrez.ərˈveɪ.ʃən/;rezerveyşın;I make a reservation.;Rezervasyon yaparım.;4;1
service;hizmet;/ˈsɜːr.vɪs/;سروıs (sörvis);The service is good.;Hizmet iyi.;2;1
menu;menü;/ˈmen.juː/;menyu;The menu is big.;Menü büyük.;4;1
order;sipariş;/ˈɔːr.dər/;ordır;I order food.;Yemek sipariş ederim.;4;1
bill;hesap;/bɪl/;bil;The bill is high.;Hesap yüksek.;4;1
tip;bahşiş;/tɪp/;tip;I leave a tip.;Bahşiş bırakırım.;4;1
customer;müşteri;/ˈkʌs.tə.mər/;kastımır;The customer is happy.;Müşteri mutlu.;2;1
seller;satıcı;/ˈsel.ər/;selır;The seller is friendly.;Satıcı arkadaş canlısı.;2;1
cashier;kasiyer;/kæˈʃɪr/;keşir;The cashier is fast.;Kasiyer hızlı.;2;1
change;para üstü;/tʃeɪndʒ/;çeync;I get my change.;Para üstümü alırım.;2;1
size;beden;/saɪz/;sayz;This size is small.;Bu beden küçük.;1;1
style;stil;/staɪl/;stayl;I like your style.;Stilini beğendim.;1;1
design;tasarım;/dɪˈzaɪn/;dizayn;The design is modern.;Tasarım modern.;6;1
favorite;favori;/ˈfeɪ.vər.ɪt/;feyvırıt;This is my favorite.;Bu benim favorim.;7;1
hobby;hobi;/ˈhɑː.bi/;hobi;Reading is my hobby.;Okumak hobim.;7;1
sport;spor;/spɔːrt/;sport;Sport is important.;Spor önemlidir.;7;1
football;futbol;/ˈfʊt.bɔːl/;futbol;I play football.;Futbol oynarım.;7;1
basketball;basketbol;/ˈbæs.kɪt.bɔːl/;basketbol;I play basketball.;Basketbol oynarım.;7;1
tennis;tenis;/ˈten.ɪs/;tenis;I play tennis.;Tenis oynarım.;7;1
run;koşmak;/rʌn/;ran;I run every day.;Her gün koşarım.;1;1
walk;yürümek;/wɔːk/;wok;I walk to school.;Okula yürürüm.;1;1
swim;yüzmek;/swɪm/;svim;I swim in the sea.;Denizde yüzerim.;1;1
jump;zıplamak;/dʒʌmp/;camp;I jump high.;Yükseğe zıplarım.;1;1
sit;oturmak;/sɪt/;sit;I sit here.;Burada otururum.;1;1
stand;ayakta durmak;/stænd/;stend;I stand up.;Ayağa kalkarım.;1;1
lie;uzanmak;/laɪ/;lay;I lie on the bed.;Yatağa uzanırım.;1;1
turn;dönmek;/tɜːrn/;törn;I turn left.;Sola dönerim.;1;1
stop;durmak;/stɑːp/;stap;I stop here.;Burada dururum.;1;1
wait;beklemek;/weɪt/;veyt;I wait for you.;Seni beklerim.;1;1
watch;izlemek;/wɑːtʃ/;vaç;I watch TV.;Televizyon izlerim.;1;1
show;göstermek;/ʃoʊ/;şou;I show my work.;Çalışmamı gösteririm.;1;1
build;inşa etmek;/bɪld/;bild;They build a house.;Bir ev inşa ederler.;6;1
fix;tamir etmek;/fɪks/;fiks;I fix the car.;Arabayı tamir ederim.;6;1
cut;kesmek;/kʌt/;kat;I cut the bread.;Ekmeği keserim.;1;1
wash;yıkamak;/wɑːʃ/;vaş;I wash my hands.;Ellerimi yıkarım.;1;1
cook;yemek pişirmek;/kʊk/;kuk;I cook food.;Yemek pişiririm.;1;1
drive;araba sürmek;/draɪv/;drayv;I drive a car.;Araba sürerim.;4;1
ride;binmek;/raɪd/;rayd;I ride a bike.;Bisiklete binerim.;4;1
fly;uçmak;/flaɪ/;flay;Birds fly.;Kuşlar uçar.;4;1
tall;uzun (boy);/tɔːl/;tol;He is very tall.;O çok uzun.;1;1
short;kısa;/ʃɔːrt/;şort;She is short.;O kısa.;1;1
thin;ince;/θɪn/;thin;He is thin.;O ince.;1;1
fat;şişman;/fæt/;fet;The cat is fat.;Kedi şişman.;1;1
young;genç;/jʌŋ/;yang;She is young.;O genç.;7;1
strong;güçlü;/strɔːŋ/;strong;He is strong.;O güçlü.;1;1
weak;zayıf;/wiːk/;wiik;I feel weak.;Kendimi zayıf hissediyorum.;1;1
rich;zengin;/rɪtʃ/;riç;He is rich.;O zengin.;2;1
poor;fakir;/pʊr/;pur;They are poor.;Onlar fakir.;2;1
busy;meşgul;/ˈbɪz.i/;bizi;I am busy.;Meşgulüm.;2;1
free;boş / müsait;/friː/;frii;I am free now.;Şimdi müsaitim.;1;1
ready;hazır;/ˈred.i/;redi;I am ready.;Hazırım.;1;1
tired;yorgun;/ˈtaɪ.ərd/;tayırd;I am tired.;Yorgunum.;5;1
sick;hasta;/sɪk/;sik;I am sick.;Hastayım.;5;1
healthy;sağlıklı;/ˈhel.θi/;helthi;I am healthy.;Sağlıklıyım.;5;1
hungry;aç;/ˈhʌŋ.ɡri/;hangri;I am hungry.;Açım.;5;1
thirsty;susamış;/ˈθɜːr.sti/;تھörsti;I am thirsty.;Susadım.;5;1
full (stomach);tok;/fʊl/;ful;I am full.;Tokum.;5;1
afraid;korkmuş;/əˈfreɪd/;afreyd;I am afraid.;Korkuyorum.;7;1
angry;kızgın;/ˈæŋ.ɡri/;engri;He is angry.;O kızgın.;7;1
excited;heyecanlı;/ɪkˈsaɪ.tɪd/;iksaytid;I am excited.;Heyecanlıyım.;7;1
bored;sıkılmış;/bɔːrd/;bord;I am bored.;Sıkıldım.;7;1
surprised;şaşırmış;/sərˈpraɪzd/;sırprayzd;I am surprised.;Şaşırdım.;7;1
careful;dikkatli;/ˈker.fəl/;kerfıl;Be careful.;Dikkatli ol.;1;1
dangerous;tehlikeli;/ˈdeɪn.dʒər.əs/;deyncırıs;This is dangerous.;Bu tehlikeli.;1;1
safe;güvenli;/seɪf/;seyf;This place is safe.;Burası güvenli.;1;1
easy;kolay;/ˈiː.zi/;iizi;This is easy.;Bu kolay.;1;1
difficult;zor;/ˈdɪf.ɪ.kəlt/;difikılt;This is difficult.;Bu zor.;1;1
correct;DOĞRU;/kəˈrekt/;kırekt;This is correct.;Bu doğru.;3;1
wrong;YANLIŞ;/rɔːŋ/;rong;This is wrong.;Bu yanlış.;3;1
same;aynı;/seɪm/;seym;We are the same.;Biz aynıyız.;1;1
different;farklı;/ˈdɪf.ər.ənt/;difrınt;We are different.;Biz farklıyız.;1;1
important;önemli;/ɪmˈpɔːr.tənt/;importrınt;This is important.;Bu önemli.;3;1
possible;mümkün;/ˈpɑː.sə.bəl/;pasıbıl;This is possible.;Bu mümkün.;1;1
impossible;imkansız;/ɪmˈpɑː.sə.bəl/;impasıbıl;This is impossible.;Bu imkansız.;1;1
necessary;gerekli;/ˈnes.ə.ser.i/;nesıseri;This is necessary.;Bu gerekli.;3;1
enough;yeterli;/ɪˈnʌf/;inaf;This is enough.;Bu yeterli.;1;1
all;hepsi;/ɔːl/;ol;I want all.;Hepsini istiyorum.;1;1
some;bazı;/sʌm/;sam;I have some money.;Biraz param var.;1;1
any;herhangi;/ˈen.i/;eni;Do you have any questions?;Herhangi bir sorunuz var mı?;1;1
many;çok;/ˈmen.i/;meni;I have many books.;Çok kitabım var.;1;1
few;az;/fjuː/;fyu;I have few friends.;Az arkadaşım var.;1;1
several;birkaç;/ˈsev.rəl/;sevral;I have several ideas.;Birkaç fikrim var.;1;1
each;her biri;/iːtʃ/;iiç;Each student works.;Her öğrenci çalışır.;1;1
other;diğer;/ˈʌð.ər/;adır;The other car is red.;Diğer araba kırmızı.;1;1
another;başka bir;/əˈnʌð.ər/;anadır;I want another one.;Bir tane daha istiyorum.;1;1
first;ilk;/fɜːrst/;först;This is my first day.;Bu benim ilk günüm.;1;1
last;son;/læst/;lest;This is the last one.;Bu sonuncu.;1;1
next;sonraki;/nekst/;nekst;See you next week.;Gelecek hafta görüşürüz.;1;1
previous;önceki;/ˈpriː.vi.əs/;priiviyıs;The previous lesson was easy.;Önceki ders kolaydı.;1;1
often;sık sık;/ˈɔː.fən/;ofın;I often read.;Sık sık okurum.;1;1
rarely;nadiren;/ˈrer.li/;rerli;I rarely go out.;Nadiren dışarı çıkarım.;1;1
soon;yakında;/suːn/;suun;See you soon.;Yakında görüşürüz.;1;1
now;şimdi;/naʊ/;nau;I am here now.;Şimdi buradayım.;1;1
then;o zaman;/ðen/;den;I was there then.;O zaman oradaydım.;1;1
before;önce;/bɪˈfɔːr/;bifor;I was here before.;Daha önce buradaydım.;1;1
after;sonra;/ˈæf.tər/;eftır;I go after you.;Senden sonra giderim.;1;1
during;sırasında;/ˈdʊr.ɪŋ/;düring;I sleep during the day.;Gün boyunca uyurum.;1;1
while;iken;/waɪl/;vayl;I listen while I work.;Çalışırken dinlerim.;1;1
because;çünkü;/bɪˈkɔːz/;bikoz;I stay because I am tired.;Yorgun olduğum için kalırım.;1;1
so;bu yüzden;/soʊ/;sou;I am tired, so I sleep.;Yorgunum, bu yüzden uyurum.;1;1
but;ama;/bʌt/;bat;I am tired but happy.;Yorgunum ama mutluyum.;1;1
although;rağmen;/ɔːlˈðoʊ/;oldou;Although it is cold, I go out.;Soğuk olmasına rağmen dışarı çıkarım.;1;1
if;eğer;/ɪf/;if;If you come, I stay.;Eğer gelirsen kalırım.;1;1
when;ne zaman;/wen/;ven;When I come, I call you.;Geldiğimde seni ararım.;1;1
where;nerede;/wer/;ver;Where are you?;Neredesin?;1;1
why;neden;/waɪ/;vay;Why are you here?;Neden buradasın?;1;1
how;nasıl;/haʊ/;hau;How are you?;Nasılsın?;1;1
which;hangisi;/wɪtʃ/;viç;Which one is yours?;Hangisi senin?;1;1
whose;kimin;/huːz/;huuz;Whose book is this?;Bu kimin kitabı?;1;1
whom;kimi;/huːm/;huum;Whom do you see?;Kimi görüyorsun?;1;1
about;hakkında;/əˈbaʊt/;abaut;We talk about you.;Senin hakkında konuşuruz.;1;1
above;üstünde;/əˈbʌv/;abav;The lamp is above.;Lamba yukarıda.;1;1
below;altında;/bɪˈloʊ/;bilou;The cat is below.;Kedi aşağıda.;1;1
between;arasında;/bɪˈtwiːn/;bitwiin;The ball is between the chairs.;Top sandalyelerin arasında.;1;1
behind;arkasında;/bɪˈhaɪnd/;bihaynd;The car is behind the house.;Araba evin arkasında.;1;1
in front of;önünde;/ɪn frʌnt əv/;in front ov;The dog is in front of me.;Köpek önümde.;1;1
near;yakınında;/nɪr/;nir;The school is near.;Okul yakın.;1;1
far;uzak;/fɑːr/;far;The city is far.;Şehir uzak.;1;1
inside;içinde;/ɪnˈsaɪd/;insayd;The cat is inside.;Kedi içeride.;1;1
outside;dışında;/ˌaʊtˈsaɪd/;autsayd;The dog is outside.;Köpek dışarıda.;1;1
around;etrafında;/əˈraʊnd/;araund;We walk around the park.;Parkın etrafında yürürüz.;1;1
through;içinden;/θruː/;thruu;We walk through the forest.;Ormanın içinden yürürüz.;1;1
across;karşısına;/əˈkrɔːs/;akros;We walk across the road.;Yolun karşısına geçeriz.;1;1
along;boyunca;/əˈlɔːŋ/;along;We walk along the river.;Nehir boyunca yürürüz.;1;1
up;yukarı;/ʌp/;ap;Go up.;Yukarı çık.;1;1
down;aşağı;/daʊn/;daun;Sit down.;Aşağı otur.;1;1
off;kapalı;/ɔːf/;of;Turn off the light.;Işığı kapat.;1;1
onto;üzerine;/ˈɒn.tuː/;ontu;Put it onto the table.;Onu masanın üzerine koy.;1;1
into;içine;/ˈɪn.tuː/;intu;Go into the room.;Odaya gir.;1;1
out of;dışına;/aʊt əv/;aut ov;Get out of the car.;Arabadan çık.;1;1
over;üzerinden;/ˈoʊ.vər/;ouvır;The bird flies over.;Kuş üzerinden uçar.;1;1
past;yanından;/pæst/;pest;Walk past the shop.;Mağazanın yanından geç.;1;1
alphabet;alfabe;/ˈæl.fə.bet/;elfıbet;The alphabet is easy.;Alfabe kolay.;3;1
letter;harf;/ˈlet̬.ər/;letır;This is a letter.;Bu bir harf.;3;1
word;kelime;/wɜːrd/;ورد (vörd);This word is new.;Bu kelime yeni.;3;1
sentence;cümle;/ˈsen.təns/;sentıns;This sentence is short.;Bu cümle kısa.;3;1
language;dil;/ˈlæŋ.ɡwɪdʒ/;lengviç;English is a language.;İngilizce bir dildir.;3;1
English;İngilizce;/ˈɪŋ.ɡlɪʃ/;ingliş;I learn English.;İngilizce öğreniyorum.;3;1
Turkish;Türkçe;/ˈtɜːr.kɪʃ/;törkiş;I speak Turkish.;Türkçe konuşuyorum.;3;1
question mark;soru işareti;/ˈkwes.tʃən mɑːrk/;kuesçın mark;Use a question mark.;Soru işareti kullan.;3;1
comma;virgül;/ˈkɑː.mə/;kama;Put a comma here.;Buraya virgül koy.;3;1
dot;nokta;/dɑːt/;dat;Add a dot.;Nokta ekle.;3;1
capital letter;büyük harf;/ˈkæp.ɪ.təl ˈlet̬.ər/;kepıtıl letır;Use a capital letter.;Büyük harf kullan.;3;1
small letter;küçük harf;/smɔːl ˈlet̬.ər/;smol letır;This is a small letter.;Bu küçük harf.;3;1
spell;hecelemek;/spel/;spel;Spell your name.;Adını hecele.;3;1
repeat;tekrar etmek;/rɪˈpiːt/;ripiit;Repeat after me.;Benden sonra tekrar et.;3;1
practice;pratik yapmak;/ˈpræk.tɪs/;prektis;I practice every day.;Her gün pratik yaparım.;3;1
dictionary;sözlük;/ˈdɪk.ʃə.ner.i/;dikşineri;I use a dictionary.;Sözlük kullanırım.;3;1
translate;çevirmek;/trænsˈleɪt/;trensleyt;I translate words.;Kelimeleri çeviririm.;3;1
meaning;anlam;/ˈmiː.nɪŋ/;miinin;What is the meaning?;Anlamı nedir?;3;1
sound;ses;/saʊnd/;saund;The sound is loud.;Ses yüksek.;6;1
voice;ses (insan sesi);/vɔɪs/;voys;Her voice is soft.;Onun sesi yumuşak.;5;1
talk;konuşmak;/tɔːk/;tok;We talk a lot.;Çok konuşuruz.;7;1
chat;sohbet etmek;/tʃæt/;çet;We chat online.;Online sohbet ederiz.;7;1
message;mesaj;/ˈmes.ɪdʒ/;mesıc;I send a message.;Mesaj gönderirim.;6;1
email;e-posta;/ˈiː.meɪl/;iimel;I write an email.;E-posta yazarım.;6;1
password;şifre;/ˈpæs.wɜːrd/;pesvörd;My password is safe.;Şifrem güvenli.;6;1
username;kullanıcı adı;/ˈjuː.zər.neɪm/;yuzırneym;My username is short.;Kullanıcı adım kısa.;6;1
login;giriş yapmak;/ˈlɔːɡ.ɪn/;login;I login now.;Şimdi giriş yaparım.;6;1
logout;çıkış yapmak;/ˈlɔːɡ.aʊt/;logaut;I logout later.;Sonra çıkış yaparım.;6;1
click;tıklamak;/klɪk/;klik;Click the button.;Düğmeye tıkla.;6;1
open (computer);açmak;/ˈoʊ.pən/;opın;I open the file.;Dosyayı açarım.;6;1
close (computer);kapatmak;/kloʊz/;kloz;I close the app.;Uygulamayı kapatırım.;6;1
download;indirmek;/ˈdaʊn.loʊd/;daunlod;I download a file.;Dosya indiririm.;6;1
upload;yüklemek;/ˈʌp.loʊd/;aplod;I upload a photo.;Fotoğraf yüklerim.;6;1
file;dosya;/faɪl/;fayl;This file is big.;Bu dosya büyük.;6;1
folder;klasör;/ˈfoʊl.dər/;foldır;The folder is empty.;Klasör boş.;6;1
save;kaydetmek;/seɪv/;seyv;I save my work.;Çalışmamı kaydederim.;6;1
delete;silmek;/dɪˈliːt/;dıliit;I delete the file.;Dosyayı silerim.;6;1
copy;kopyalamak;/ˈkɑː.pi/;kapi;I copy the text.;Metni kopyalarım.;6;1
paste;yapıştırmak;/peɪst/;peyst;I paste the text.;Metni yapıştırırım.;6;1
print;yazdırmak;/prɪnt/;print;I print the page.;Sayfayı yazdırırım.;6;1
scan;taramak;/skæn/;sken;I scan the paper.;Kağıdı tararım.;6;1
camera;kamera;/ˈkæm.rə/;kemra;The camera is new.;Kamera yeni.;6;1
video;video;/ˈvɪd.i.oʊ/;vidio;I watch a video.;Video izlerim.;6;1
record;kaydetmek;/rɪˈkɔːrd/;rikord;I record a video.;Video kaydederim.;6;1
play (media);oynatmak;/pleɪ/;pley;I play the video.;Videoyu oynatırım.;6;1
pause;duraklatmak;/pɔːz/;poz;I pause the video.;Videoyu duraklatırım.;6;1
stop (media);durdurmak;/stɑːp/;stap;I stop the video.;Videoyu durdururum.;6;1
volume;ses seviyesi;/ˈvɑːl.juːm/;valyum;Turn up the volume.;Ses seviyesini artır.;6;1
battery;pil;/ˈbæt̬.ər.i/;batıri;The battery is low.;Pil düşük.;6;1
charger;şarj aleti;/ˈtʃɑːr.dʒər/;çarcır;I use a charger.;Şarj aleti kullanırım.;6;1
cable;kablo;/ˈkeɪ.bəl/;keybıl;The cable is long.;Kablo uzun.;6;1
button;düğme;/ˈbʌt̬.ən/;batın;Press the button.;Düğmeye bas.;6;1
screen touch;dokunmatik ekran;/skriːn tʌtʃ/;skriin taç;The screen touch is fast.;Dokunmatik ekran hızlı.;6;1
app;uygulama;/æp/;ep;I open an app.;Bir uygulama açarım.;6;1
website;web sitesi;/ˈweb.saɪt/;vebsayt;This website is good.;Bu web sitesi iyi.;6;1
link;bağlantı;/lɪŋk/;link;Click the link.;Bağlantıya tıkla.;6;1
page;sayfa;/peɪdʒ/;peyc;This page is long.;Bu sayfa uzun.;6;1
search;aramak;/sɜːrtʃ/;sörç;I search online.;Online arama yaparım.;6;1
result;sonuç;/rɪˈzʌlt/;rizalt;The result is correct.;Sonuç doğru.;3;1
information;bilgi;/ˌɪn.fərˈmeɪ.ʃən/;informeyşın;I need information.;Bilgiye ihtiyacım var.;3;1
news;haber;/nuːz/;nuuz;I read the news.;Haberleri okurum.;1;1
story;hikaye;/ˈstɔːr.i/;stori;This story is nice.;Bu hikaye güzel.;1;1
history;tarih;/ˈhɪs.tər.i/;histıri;I like history.;Tarihi severim.;3;1
world;dünya;/wɜːrld/;vorld;The world is big.;Dünya büyük.;1;1
earth;dünya (gezegen);/ɜːrθ/;ört;The earth is round.;Dünya yuvarlak.;6;1
space;uzay;/speɪs/;speys;Space is dark.;Uzay karanlık.;6;1
star;yıldız;/stɑːr/;star;The star is bright.;Yıldız parlak.;6;1
moon;ay;/muːn/;muun;The moon is full.;Ay dolu.;6;1
planet;gezegen;/ˈplæn.ɪt/;plenit;Earth is a planet.;Dünya bir gezegendir.;6;1
energy;enerji;/ˈen.ər.dʒi/;enırcı;I have energy.;Enerjim var.;6;1
power;güç;/ˈpaʊ.ər/;pauır;Power is important.;Güç önemlidir.;6;1
fire;ateş;/ˈfaɪ.ər/;fayır;The fire is hot.;Ateş sıcak.;1;1
air;hava;/er/;er;The air is clean.;Hava temiz.;1;1
ground;toprak;/ɡraʊnd/;graund;The ground is wet.;Toprak ıslak.;1;1
stone;taş;/stoʊn/;stoun;The stone is hard.;Taş sert.;1;1
metal;metal;/ˈmet̬.əl/;metıl;The metal is strong.;Metal güçlü.;6;1
wood;ahşap;/wʊd/;vud;The table is wood.;Masa ahşap.;1;1
plastic;plastik;/ˈplæs.tɪk/;plestik;The bottle is plastic.;Şişe plastik.;6;1
paper;kağıt;/ˈpeɪ.pər/;peypır;I write on paper.;Kağıda yazarım.;1;1
box;kutu;/bɑːks/;baks;The box is big.;Kutu büyük.;1;1
gift;hediye;/ɡɪft/;gift;I get a gift.;Hediye alırım.;7;1
party;parti;/ˈpɑːr.ti/;parti;The party is fun.;Parti eğlenceli.;7;1
birthday;doğum günü;/ˈbɜːrθ.deɪ/;börthdey;Today is my birthday.;Bugün doğum günüm.;7;1
wedding;düğün;/ˈwed.ɪŋ/;vedding;The wedding is big.;Düğün büyük.;7;1
celebration;kutlama;/ˌsel.əˈbreɪ.ʃən/;selebreyşın;The celebration is nice.;Kutlama güzel.;7;1
invitation;davetiye;/ˌɪn.vɪˈteɪ.ʃən/;inviteyşın;I get an invitation.;Davetiye alırım.;7;1
surprise;sürpriz;/sərˈpraɪz/;sırprayz;This is a surprise.;Bu bir sürpriz.;7;1
laugh;gülmek;/læf/;lef;I laugh a lot.;Çok gülerim.;7;1
smile;gülümsemek;/smaɪl/;smayl;She smiles.;O gülümser.;7;1
cry;ağlamak;/kraɪ/;kray;The baby cries.;Bebek ağlar.;7;1
shout;bağırmak;/ʃaʊt/;şaut;He shouts loudly.;O yüksek sesle bağırır.;7;1
whisper;fısıldamak;/ˈwɪs.pər/;vispır;She whispers.;O fısıldar.;7;1
think;düşünmek;/θɪŋk/;think;I think a lot.;Çok düşünürüm.;3;1
remember;hatırlamak;/rɪˈmem.bər/;rimembır;I remember you.;Seni hatırlıyorum.;3;1
forget;unutmak;/fərˈɡet/;fırget;I forget things.;Şeyleri unuturum.;3;1
beach towel;plaj havlusu;/biːtʃ ˈtaʊ.əl/;biiç tauıl;I take a beach towel.;Plaj havlusu alırım.;4;1
sunglasses;güneş gözlüğü;/ˈsʌnˌɡlæs.ɪz/;sanglesız;I wear sunglasses.;Güneş gözlüğü takarım.;4;1
wallet;cüzdan;/ˈwɑː.lɪt/;valıt;My wallet is full.;Cüzdanım dolu.;2;1
coin;madeni para;/kɔɪn/;koyn;I have a coin.;Bir madeni param var.;2;1
cash;nakit;/kæʃ/;keş;I pay with cash.;Nakit öderim.;2;1
receipt;fiş;/rɪˈsiːt/;risiit;I keep the receipt.;Fişi saklarım.;2;1
discount;indirim;/ˈdɪs.kaʊnt/;diskount;There is a discount.;İndirim var.;2;1
sale;satış;/seɪl/;seyl;The sale is big.;Satış büyük.;2;1
shop assistant;satış görevlisi;/ʃɑːp əˈsɪs.tənt/;şap asistant;The shop assistant helps me.;Satış görevlisi bana yardım eder.;2;1
queue;sıra;/kjuː/;kyu;I wait in the queue.;Sırada beklerim.;1;1
line;sıra;/laɪn/;layn;The line is long.;Sıra uzun.;1;1
shelf;raf;/ʃelf/;şelf;The milk is on the shelf.;Süt rafta.;2;1
basket;sepet;/ˈbæs.kɪt/;basket;I carry a basket.;Sepet taşırım.;2;1
trolley;alışveriş arabası;/ˈtrɑː.li/;trolly;I push the trolley.;Alışveriş arabasını iterim.;2;1
supermarket;süpermarket;/ˈsuː.pərˌmɑːr.kɪt/;suupırmarket;I go to the supermarket.;Süpermarkete giderim.;2;1
bakery;fırın;/ˈbeɪ.kər.i/;beykıri;I buy bread at the bakery.;Fırından ekmek alırım.;2;1
butcher;kasap;/ˈbʊtʃ.ər/;buçır;I go to the butcher.;Kasaba giderim.;2;1
pharmacy;eczane;/ˈfɑːr.mə.si/;فارمısi;I go to the pharmacy.;Eczaneye giderim.;5;1
medicine;ilaç;/ˈmed.ɪ.sən/;medisın;I take medicine.;İlaç alırım.;5;1
pill;hap;/pɪl/;pil;I take a pill.;Hap alırım.;5;1
pain;ağrı;/peɪn/;peyn;I feel pain.;Ağrı hissederim.;5;1
fever;ateş;/ˈfiː.vər/;fiivır;I have a fever.;Ateşim var.;5;1
cold (illness);soğuk algınlığı;/koʊld/;kold;I have a cold.;Soğuk algınlığım var.;5;1
cough;öksürük;/kɔːf/;kof;I have a cough.;Öksürüğüm var.;5;1
appointment;randevu;/əˈpɔɪnt.mənt/;apointmınt;I have an appointment.;Randevum var.;5;1
emergency;acil durum;/ɪˈmɜːr.dʒən.si/;imörcınsi;This is an emergency.;Bu acil bir durum.;5;1
ambulance;ambulans;/ˈæm.bjə.ləns/;embülens;The ambulance arrives.;Ambulans gelir.;5;1
blood pressure;tansiyon;/blʌd ˈpreʃ.ər/;blad preşır;My blood pressure is high.;Tansiyonum yüksek.;5;1
health;sağlık;/helθ/;हेल्थ (helth);Health is important.;Sağlık önemlidir.;5;1
exercise;egzersiz;/ˈek.sər.saɪz/;eksırsayz;I do exercise.;Egzersiz yaparım.;5;1
gym;spor salonu;/dʒɪm/;cim;I go to the gym.;Spor salonuna giderim.;5;1
diet;diyet;/ˈdaɪ.ət/;dayıt;I follow a diet.;Diyet yaparım.;5;1
weight;kilo;/weɪt/;veyt;My weight is normal.;Kilom normal.;5;1
height;boy;/haɪt/;hayt;My height is tall.;Boyum uzun.;5;1
match;maç;/mætʃ/;meç;I watch a match.;Maç izlerim.;7;1
score;skor;/skɔːr/;skor;The score is 2-1.;Skor 2-1.;7;1
win;kazanmak;/wɪn/;vin;We win the game.;Oyunu kazanırız.;7;1
lose (game);kaybetmek;/luːz/;luuz;We lose the match.;Maçı kaybederiz.;7;1
draw;beraberlik;/drɔː/;dro;The match is a draw.;Maç berabere.;7;1
player;oyuncu;/ˈpleɪ.ər/;pleyır;The player runs.;Oyuncu koşar.;7;1
coach;antrenör;/koʊtʃ/;koç;The coach helps us.;Antrenör bize yardım eder.;7;1
referee;hakem;/ˌref.əˈriː/;refırii;The referee blows the whistle.;Hakem düdük çalar.;7;1
fan;taraftar;/fæn/;fen;The fans are happy.;Taraftarlar mutlu.;7;1
stadium;stadyum;/ˈsteɪ.di.əm/;steydiyım;The stadium is full.;Stadyum dolu.;7;1
uniform;forma;/ˈjuː.nɪ.fɔːrm/;yuniform;I wear a uniform.;Forma giyerim.;7;1
equipment;ekipman;/ɪˈkwɪp.mənt/;ikvipmınt;The equipment is new.;Ekipman yeni.;6;1
rule;kural;/ruːl/;ruul;Follow the rule.;Kurala uy.;3;1
whistle;düdük;/ˈwɪs.əl/;visıl;I hear a whistle.;Düdük sesi duyarım.;1;1
signal;sinyal;/ˈsɪɡ.nəl/;signıl;I see the signal.;Sinyali görürüm.;6;1
traffic;trafik;/ˈtræf.ɪk/;trefik;The traffic is heavy.;Trafik yoğun.;4;1
traffic light;trafik ışığı;/ˈtræf.ɪk laɪt/;trefik layt;The traffic light is red.;Trafik ışığı kırmızı.;4;1
